id,a49,a50,a51,a52,a53,a54
9f6e07564e7641b3f12baa4b5f2d1c54,971.8176,930.8744,880.7097,1265.3875,1174.0592,1133.7872
4dc71c61c74319ec5362d7c9ee42180f,1072.5312,1027.341515,971.9814,1396.525,1295.730312,1251.2864
bfcab4431004a18e3f2575d9a598e6cb,53068.8064,52926.76526,49834.6788,67984.63334,64831.42741,60380.5888
ce39ae195f12acc93f0562161b21658b,3.888,3.720995,3.5235,5.0625,4.695552,4.536
f9a11dbd2f8e209435cd8fb098bcbcae,91212.04768,88106.23678,82652.5317,118775.2,110659.3817,106461.2192
9f1181954c5e6406010661d85a2131f7,157.859203,249.284838,167.7099,261.795838,229.349528,103.9024
5f151e41fd17181a5f89a6cdf074f4e1,NULL,NULL,NULL,0,0,0
4bc751a183f39aac155aa97a0801846c,0,0,0,0,0,0
9478bcb6836adcf8f29baf24afb8fb24,0,0,0,0,0,0
746cb001745f11576546d095f2079dbf,73.8336,70.722139,66.9117,96.1375,89.198455,86.1392
9876ab3d60103d3ebf659ea32ccb3eac,0.2784,0.2668,0.2523,0.3625,0.3364,0.3248
ca181de93603451170312a73cac5d7a2,2125.4688,1729.644878,1926.2061,2767.5375,2567.983385,2479.7136
c8ee278bdc89cac8487f613eaaeb3071,0,0,0,0,0,0
71f1a15c3cbe7e3fd8dac5dca656bf80,0,0,0,0,0,0
c9c98c5dd8b6e14f4c4197beee24e256,0,0,0,3.896663,1.205368,5.1968
a002da147f99eac8d6c70dbdb39a066d,382172.585,365205.8539,346286.2566,497428.9479,461288.5577,445791.7632
3102f4a2690a843e698c32d0ed5dc6c9,188.208,31256.33024,170.5635,245.0625,12694.65179,219.576
4ca694f5894f7bae21c59f2a24e9a1a3,0,0,0,0,0,0
d399317a6668fa76eda656052d6aea2a,99.44832,135.128579,115.1793,13.61375,132.054272,0
87fa15293fcd94d3824c42abba68d69f,153.2352,241.454819,153.294,220.25,245.310095,197.344
17ef57bec96629727fe3283c61308e3d,1555.279997,904.802115,1682.7975,2439.395838,1863.897663,2746.52
8afaf4865bbb3304baba780ced66165a,878.4576,749.865421,796.1022,2226.605838,1348.563023,3263.7248
543508fbc2b91010bad78543b3668c99,40568.2816,35596.84976,38721.0552,68752.45,52567.38643,65023.7952
159c22acb0bbfbb91bc3dbac230ed6b0,109.5456,120.602598,99.2757,95.929163,117.87507,61.7232
a2c7dcf0e8f26efab9b75d2e570e76bd,1090.586237,1095.977296,1035.9873,1916.510838,1647.897937,4144.28
80e126bf085f57fe1700d246a53c4810,298.432637,223.520035,2.4099,62.275413,283.018215,0.1904
5bd9752e2ccb9891242112f3b2d60b9b,547.4592,524.392944,496.1349,712.8375,661.388303,638.7024
6a09f41614083d3cc335eb4b026a65c7,10159.6992,8417.587739,9633.5274,13741.275,11971.85437,12289.7824
44f35ffc77f8f98e98a1a1f94f55d8a1,216.160003,212.097922,191.748,275.5,262.482352,246.848
8ff17599b0f499c4765e7fe1bfbae1fb,19.728,18.89599,17.8785,25.6875,23.833105,23.016
b8dde9cd0ba84b87d614aa34df16ec4f,5803.4496,5558.9344,5259.3762,7556.575,7011.1792,6770.6912
5653933bb6c99ecff7ed324b9b41f311,1383.751037,14811.45935,1551.0273,17630.54791,14682.61055,46587.5424
231789801249d6ae16dfa189c6422feb,3370.4544,2369.616096,1573.9953,1490.683338,2688.65032,1011.2368
610adb8a911af3e8a4284432913b42d3,0,0,0,0,0,0
351cad1507ca85ff9ca8b95a5ff83398,100536.1309,96230.85133,91127.3844,131062.3583,121467.3663,117459.3056
4dd86515dc2db987072edc513c54d9c5,179716.6099,166503.3594,169460.8011,241874.3171,216093.2756,215931.52
1cd480e9ba870308aa2f6e30fe1dcbbf,38433.1584,36831.76178,34830.0498,50043.175,46440.05906,44838.6848
e453783542e2a996384e534dec1c9b3e,70451.9424,67496.66418,63827.4978,91706.175,85109.10642,82168.7328
5a8f1ced4d0ae7a479010a56d8c9fc06,566.952,269.385715,1.8444,219.876663,381.860783,731.4048
d6e5a986a8fc084f54a92ff2efd6afb4,1350.745603,1759.194873,1505.6829,10743.81916,4391.03333,17228.1648
3d0bdee7220cc42c8d6a7282ec8fe723,2719998.264,2421801.465,2472327.05,3567129.803,3101305.789,3206258.854
41fc0d4a63b64a09a51aaba17bf14ce4,0,0,0,0,0,0
9ac0b87fca4880e4664c527661ef789b,118.3488,113.362501,107.2536,154.1,142.977865,138.0736
803200817fcc40982c94c4ec9cdcfab9,1941.6576,1859.848595,1759.6272,2528.2,2345.726352,2265.2672
2236347fb83a84248e0e3625ca2dc951,1467.679997,468.842221,1384.17,5733.416663,2364.685775,8072.96
094f2ac193332a16000065ea72fbf6b7,56.7264,75.784384,51.4083,73.8625,76.255697,66.1808
a81b0ab932e0b5ad14c26bfba0bf1623,10928.99872,4877.047678,9109.8222,13991.58041,10476.17718,10856.6192
27087fde7cc67360069be75bfe47df75,13782.4064,12749.25012,14214.1818,20422.675,17363.18611,18298.7168
5d9e8a44dd3599a1e9d5abc79eba7002,0,0,0,0,0,0
990e76fccfca29e69e7a0b96d3749ce6,98.6496,94.49412,89.4012,128.45,119.17956,115.0912
69c280225224307d9a5555bad61745d4,725.536003,631.125925,1110.642,1595.75,1037.658408,1429.792
ad43b99b5916ab96ac003d8340de2419,67.92,65.059944,61.5525,88.4375,82.055303,79.24
c318435bddf62fa57b048758de8855f1,1.443197,19.654061,0.2088,20.2825,9.517672,9.4304
dbe9d4e8558f5e74395fc925e7c8a3ab,17113.38656,16444.24356,15474.8205,22702.64791,20820.02091,20017.872
f0faa2209992060e99ea11618b8c107c,0,0,0,0,0,0
ad5732172d177f67bd2b2d2274a9ac7e,0.4032,0.3864,0.3654,0.525,0.4872,0.4704
a0f5772dd5c9dfa148438f7e22b22f54,196.08,187.81984,177.6975,255.3125,236.88592,228.76
021b800ba25c49f6001ad579e4f0fc51,68051.8272,65217.8066,61671.9684,88609.15,82226.90354,79393.7984
07319d00a94a6f71328f2233ac02069b,NULL,NULL,NULL,8166.916663,2526.29955,14096.32
9e8f9cfa1dd1604445f559140c3d7dcf,0,0,0,0,0,0
c3ecbc77b15a8849225e3c9e05523549,186.24,972.006882,0,213.875,1291.73257,425.6
c4645f6acdee276512bfa8efee18090c,2987.292797,2603.375005,4163.3241,2707.818338,2734.138432,1219.5008
1f65ef55001d623b8b383c6946fae89f,0,0,0,0,0,0
c2867be0750ef5dd3f08f5a64456080a,74194.3104,46516.95669,67306.4538,96715.925,76928.29161,86748.1888
a8feb208de38ec08e2fda6c74a94a2ae,0,0,0,0,0,0
5c8ae64da4edf6dc1d96a71c8689fda2,6.8448,13.439875,6.2031,3.4125,6.557225,1.2656
6f838d448bb651e1dcd37a21e0787e5a,0,0,0,0,0,0
aee38ad02f44e7834285a0ed1d03cff4,0,0,0,0,0,0
2e2ec856b2e4b2182b09cfd95b12853d,0,0,0,0,0,0
631f79709d63909216b3d24c13dec1a8,6313.5168,7793.424475,6107.0346,5512.225,9747.62616,4052.8096
c37b2a89b41f75137ea4949751d36946,5.8464,5.597795,5.2983,7.6125,7.061952,6.8208
c30b459ab81274bf77def3c09621af3f,2844.523843,2593.805882,2568.7098,3534.143338,3507.452305,3156.5744
55d1bf0de6a0ed8462eae8f021df5e22,167.682557,466.752901,142.4364,2205.8675,892.84156,2175.6896
87a6a7b1f829c0582edc2361fa8c8f95,0,0,0,0,0,0
9336d688bb29096b28eb0177b94cceff,NULL,NULL,NULL,0,0,0
2664da70848c4daec2656f45245df94f,5.1456,4.9312,4.6632,6.7,6.2176,6.0032
24f39aff810a73883adcc54d8bee3799,2.5248,2.4196,2.2881,3.2875,3.0508,2.9456
d1f7731d433964bd93f367e14e9ae779,0,0,0,0,0,0
cfa6a85d7ff3835aaa69cc4dbe9f146a,6133.694083,5001.848125,23058.8019,16898.96084,8810.080265,2900.9232
63bbce6c6f8fbfe680fe48447c981c6f,174.2304,132.994795,261.9483,120.204588,170.39305,745.136
aa9555caf369d9272cff9bd6b3a1c36e,1831.50624,1684.213235,2495.4384,2625.837088,2018.669897,3050.936
9ccfce38df4a8f8dd9236b1172b65c92,0,0,0,0,0,0
bbe5c4beeba166d9b0c78e820d2efd5d,9840.553603,10438.56226,9007.9017,12403.43168,12271.28891,12278.616
9583362ec677e6e7f1ad561e819f8179,279933.6198,266866.3384,257566.3449,372385.7479,338774.4936,339990.4144
56063f4824916a53083ca1b216239270,115.6416,110.768101,104.8002,150.575,139.706665,134.9152
a74cbb51956aee7680e9d20436f26215,2202.4224,2110.524565,1995.9453,2867.7375,2661.196728,2569.4928
3dfbb6397a9968b952616988ab751cfa,130.7712,125.262296,118.5114,164.025,156.05248,124.5664
d8a52b977d568a55734576cfaefcbe05,2213.4816,2120.221365,2005.9677,2882.1375,2674.119128,2582.3952
058ff44fcb07dd742b9ffdf6ad837392,551.503997,607.431325,546.9255,785.8125,737.13527,704.088
56f4effd9748162471494e094a0f99ef,0,0,0,0,0,0
69e66cdf1923cc564bc62145af52e8ca,19.972483,76.4934,1.7052,161.725413,146.284503,2.4864
831561ac6d6197d683acb092c930050a,288.0288,153.345904,261.0261,375.0375,309.360783,336.0336
d4cfa9182d5262630ec25396ca0bb243,19200,18400,17400,25000,23200,22400
ffa64123ee8869b6b0cc4f03d88de800,5429.075203,4045.607798,6984.8994,10096.96,6939.246568,9113.104
f40f82d398b080f3392f0b6529f0f7c7,3588.3984,2157.497005,1343.1147,703.741663,2766.048223,2.3632
57c6e4a461c76f48c545c90a25efa025,1956.021763,955.107301,56.1498,297.879163,1254.33519,433.3392
a9e553001573cf81e1d68385b2828110,38569.3536,36944.31529,34953.4767,50220.5125,46595.84409,44997.5792
d070c1e9a9a7eeb9fb0272cd7ed6d737,0,0,0,0,0,0
2331119c0a0813aeba15c3839b5cb65a,0.096,0.092,0.087,0.125,0.116,0.112
c8ceeb2a75b78c491713dfd331face62,96.5376,92.47012,87.4872,125.7,116.62756,112.6272
fde2de603f2186d4d9aea8318be2fbd1,0,0,0,0,0,0
50c7c29dcc28f7a9223aa136f29461f1,0,0,0,0,0,0
8b75607abb20b9afe29f0bd2a6575e64,0,0,0,0,0,0
bddc9ab48606cf269981c6583fd26646,291529.3216,278882.9523,264867.0717,381516.8042,352434.9782,344206.1392
110ea1da8cf348564e65135808c7c58d,NULL,NULL,NULL,0,0,0
159a4c4f3db3c4dac2c243c774e59069,3147.750403,2951.28272,3305.7738,4749.675,3963.94736,4255.7088
9e2606b4aacd29a77b2571e07726c000,0,0,0,0,0,0
581633bb7da9a6ef6a6380a7f6dfa243,0,0,0,0,0,0
acfa8aec31ecd7b884d8f0410cecb0e0,8.6688,8.302595,7.8561,11.2875,10.472352,10.1136
fe71cf70059f9af52d3f4cf5a5d42ba7,10.1184,9.691795,9.1698,13.175,12.223952,11.8048
4fc7959be48db3b5924d0cb2e5b1093e,0,0,0,0,0,0
ef4f67ed8fc2c7dc6be55f5f45404ca4,5.152003,1.645779,20.01,2490.375,772.431112,3729.6
6b91c0dff934b08ab3be4c7b2a4e774e,0.0192,0.0184,0.0174,0.025,0.0232,0.0224
ac175a77c6951b1d5305277ba2de3913,27.105917,9.47048,0,14.2725,16.151063,0
0a4f8417fbbbfd62e49bbca47fae9a0b,450.624,431.44228,408.378,586.75,544.30564,525.728
68c2dce9eed45e582edcbccc6f394dab,0,0,0,0,0,0
1399c2064873d993b40ff2ae1eb994f2,10.2144,9.783795,9.2568,13.3,12.339952,11.9168
8847a9ff4dd4df1ffd0e5e09c2499385,15360.5568,12328.24308,13920.5046,20000.725,17864.53077,17920.6496
fd880e345c5e95e0e5f75fca995ae661,6073.4496,6991.106165,4590.5637,8845.6375,7877.719303,5349.6912
776f28d6df5c0f6b3bc29fa53ad14a8a,0,0,0,0,0,0
a8d096e3034ee614d17be3cceb897fbc,6084.672,5593.573522,5514.234,7922.75,7351.10959,7098.784
a106d45be935e0a5998161d702fff30f,3916.032,3752.236762,3548.904,5099,4731.32861,4568.704
5eed0ad4954ecc0208e2696acd73d0e6,0,0,0,0,0,0
5c69aab7b4084f3a21a07ec73a77b4ae,84.5376,80.975125,76.6122,110.075,102.130008,98.6272
b4e732bcdd7dddec365b02314c274812,0,0,0,0,0,0
6a040ac7f4ce465dcf4785b4c83ac792,0,0,0,0,0,0
c6ef619a9666f73b2478e336fdccf60f,1488.534403,1400.280379,1530.2343,2198.6125,1862.759575,1969.9568
2c71b0b81c4f490b720eb925c57fb287,253.337597,1151.47303,440.5767,435.15,1366.90405,2.3632
5903fa9015f91cbc7e15ef9893a6d0ad,0,0,0,0,0,0
20a62965b37c6742951e22f07041f68d,70.1952,67.235339,63.6144,91.4,84.802055,81.8944
1944ce6ef53dfba3972bbd8f66772a49,3195.8496,3061.20156,2896.2387,4161.2625,3860.92428,3728.4912
d4b040994bbc3002882d3d65231af902,0,0,0,0,0,0
44f354303cabc97ef2347c4e283e4181,1447.225603,2506.524259,700.0803,1005.8625,1992.690015,901.2528
11ec20af01af32d603e03e6275fa3e8d,1219.135997,1093.239781,727.842,1045.75,1331.205305,936.992
28566fbb5e2fd947cb53b212ab56fc44,22.8,21.834976,20.6625,29.6875,27.542657,26.6
111016b0d08b8e0be4dd8b9152b5a424,0,0,0,0,0,0
511ebf218783409d9613aadbe20b1ece,3330.2112,3352.190099,2782.0599,3013.129163,3716.302823,2179.2624
9fe6953bc5eafc79ea6258886cf58335,9146.806397,8049.825099,6885.6933,9855.7375,12606.77161,8528.3408
43ea829cd7be8cd3b433a4e10dd6d4b7,11.50272,4.169541,0.0435,0.0625,4.905385,0.056
4bf2a59960ff20e69d880f15cf974f7e,2.351683,926.381322,4.8807,6.254163,136.785135,10.2928
cc6feaf3d127ae9d2a3d228df52cc846,195.5232,258.023918,177.1929,254.5875,266.001792,228.1104
783b48f5364e2fedc1b874f9c73d67d8,453.79008,384.429664,82.8936,528.17875,498.794977,53.6144
ee68e241cb6d1eed790ab2ecec3e82d8,75223.2768,72087.86664,68171.0946,97946.975,90894.25159,87760.4896
3af6e27ebeae9c887b9ef85805f69c8a,557.897597,1156.758522,294.2949,2561.383338,1563.380465,473.0544
d92d8ba21d920c0c836d5da0e7ee8f09,299.4144,235.752558,271.3443,389.8625,345.000112,349.3168
98fae1911c6e7fb9fa136c061669587d,20.8128,19.935581,18.8616,27.1,25.143905,24.2816
8dbfda5c1bce8aed7c06436cd7a96d9d,0.7008,0.666595,0.6351,0.9125,0.844352,0.8176
1cf3800bd1d68d58af8df700ad7b2f81,399.948163,268.144939,296.7222,537.618338,422.40639,498.96
c47248a37c31fe175fba791e2e3ea5ea,0,0,0,0,0,0
5325185479ffde18665d1245244203f7,4504.393603,3293.777045,5242.1067,8273.783338,5929.770743,8979.1632
ae9902eaae240cc6b58454ed36a55545,0,0,0,0,0,0
ee25af1de0a10e5b62317daf29f69f4a,71406.98175,64736.99784,64918.6518,95331.18083,84848.3428,86869.4736
0048a648ff60467c3355af7d17acd423,8802.2592,8431.39612,7977.0474,11461.275,10634.05756,10269.3024
f7f3de42bea6df0957e3a98a3b39761a,0,0,0,0,0,0
1f7edca13e1935ff7781adb7098cf657,0,0,0,0,0,0
2f5c302f044a396d136781c96c568777,0.24,0.23,0.2175,0.3125,0.29,0.28
2becd52f793e07a443311e46a6335ece,166.277443,108.351979,10.3008,30.175838,145.952105,17.8864
1e930c25144051833b34e5013067385b,101.468803,101.320621,9.9441,62514.2875,19422.07075,56012.8016
02c58ab781dfda1c7ee0706757762859,0.0288,0.0276,0.0261,0.0375,0.0348,0.0336
65f4e2428bb1f06ce7e2d2774e8713fc,0,0,0,0,0,0
3f00ba6e3ae38e4219b7da784690e30e,37560.52576,26038.08064,27758.1678,16332.1375,22408.07806,74.144
904f16e1a67f3d063ede9d545f3c11fd,18.2496,17.479181,16.5387,23.7625,22.046705,21.2912
2223a114d2380abd77abe126a5299744,108.095357,43.00264,110.0115,158.0625,102.92912,141.624
bea8aeffc5db01dcdfc87f802b32728c,0,0,0,0,0,0
02b34efc41e77c243a0eb935e447f513,130.124803,125.041496,117.8676,169.35,157.539855,151.7376
3a9b1b60e2df3e24819b2548121b3f11,0,0,0,0,0,0
9118f0da1db039426de421c01775fcff,492607.0282,213616.0264,458643.3027,695490.17,484480.2389,830051.9696
6bb34586041082a94904f3cf26f2da4d,0,0,0,0,0,0
2048895b652a811e89333d1450957fa3,114.5856,109.761115,103.8432,149.2,138.433112,133.6832
3e464247dc2e6ab15e74cd9dad95fe4b,0.048,0.046,0.0435,0.0625,0.058,0.056
9fb07764eaa52933d8ccde8a81b6bcf4,109.6992,105.078315,99.4149,142.8375,132.528712,127.9824
805e464de488b7a7a9e88a2e9beac66b,0.1632,0.106315,0.1479,0.2125,0.172712,0.1904
fc888a698c726b9602a675d4262b19bf,218097.1424,203631.5451,196869.8553,286905.9875,263066.7261,252447.0928
86f0b29112b5cca6a2b27bf7e85e895d,0,0,0,0,0,0
2139f57703874f7e89dfe3d856cfec14,96738.9312,92707.05629,87669.6564,125466.3167,116738.966,112078.0864
d4690ff4fa7fdd3b6728302941fd8de2,1573.2576,1506.973901,1425.7647,2048.5125,1900.662065,1835.4672
c4f61862f4edb46a0ee99f3c34471d47,3582.989443,2313.46972,4794.9006,5286.608338,3919.64232,7857.9536
c4db24c8a57f59376fc0be285e5ff1eb,343.152,486.95784,310.9815,446.8125,420.91992,400.344
710dd828dd08e62a198059d3fe809e2d,0,0,0,0,0,0
2d6028f75a51ab2035b087ab186eb9fd,0,0,0,0,0,0
711bf55b31ccf728e67b4a9e20ce4d29,73.9584,70.841739,67.0248,96.3,89.349255,86.2848
eb571d400109acbace62872d3a53c03a,14.6976,14.080195,13.3197,19.1375,17.757152,17.1472
35565816a38532dacc3014ba6904d868,0,0,0,0,0,0
