id,a36,a37,a38,a39,a40,a41,a42,a43,a44,a45,a46,a47,a48
393ac98acddcce52603a35f7b224e977,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
425d19bf8211d9c09fb8c67de3a794af,1,0,0,0,0,0,0,0,0,4,0,0,4
a094d394f98529d30157ae4f8fbe3ff8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
f3e0fc2901edd7e454473602cf40803a,1,0,0,0,0,0,0,0,0,0,0,0,0
0d439dff6f5cc2e824b9c7cdcdfbca44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
d13b5d5806366c1d28bc6272a1d3bb9e,1,6,19,0,6,19,0,6,19,0,6,19,0
686e3fb33017a1792107b4a4f1f70f94,1,0,0,0,0,0,0,0,0,0,0,0,0
28239ae57ee4b045cae6229f11d180a8,1,0,0,0,0,0,0,0,0,0,0,0,0
7c41279f9d843e9cd6f516c65bf7f1f0,1,0,0,0,0,0,0,0,0,0,0,0,0
3ff6dec4484ef54568ce15a376fdef18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3647511ef79952daf3b3bc4678c834a8,1,0,0,0,0,0,0,0,0,0,0,0,0
b02e418a460de1f5e9d1897a9c1fe08d,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
d66583145518a116e2f5b286af2e8452,1,0,0,0,0,0,0,0,0,0,0,0,0
22c6540a8f847d00701d98ee5f1ceed0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
f4c0b2a4da47bbbe83926ca53bde9119,1,0,0,0,0,0,0,0,0,0,0,29,0
8b147f2149d2351cf587bc4526dcfea0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8fcb3446396ea6c5c1737cc9bfe8aaea,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8459d5b8c4afab252344be6eab48639f,1,0,0,0,0,0,0,0,0,0,0,0,0
e93b629e8b99a8d164bcc8345a391989,1,0,0,0,0,0,0,3,0,0,3,0,0
4145f3de0b9f5463ba0a581fd268c1b9,1,0,0,0,0,0,0,0,0,0,0,0,0
8817b27686a2e5fd3396f6cf0a13c2e8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9426b581930aca6986d2bd423fa3ea62,1,0,0,0,0,0,0,0,0,0,0,0,0
f24f54c49407244812f13341de9a1538,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
e681288e3d234609d6dc866096b1b483,1,0,0,0,0,0,0,0,0,0,0,0,0
d90b160231ebfea62ffc734d038476ef,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1c1bc7d7582078e1e0557eb03c416ad2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
60c0777a1c0b8aa5ca06ecfc6438c4dc,1,0,0,0,0,0,0,0,0,0,0,0,0
10dbf6932be5d64cd4516ab04a00747f,1,0,0,0,0,0,0,0,0,0,0,0,0
883f0e8de937d2ab780d03611454982f,1,0,0,0,0,0,0,0,0,0,0,0,0
7d540bd60b3563d0eec6ee31bee41bdd,1,0,0,0,0,0,0,0,0,0,0,0,0
f4f7dd23701b67a570b8654320ec5836,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
b335aed25bcfd19343d21d033608ce6a,1,0,0,0,0,0,0,0,0,0,0,0,0
cfac9f457305c235ead426f387f21879,1,0,0,20,0,0,20,0,0,20,1,0,20
49889030af2bfb498f816aba1d0e4c4c,1,0,0,0,0,0,0,0,0,0,0,0,0
2de04a16b14e414a7531ff2ad30ee7f8,1,0,0,0,0,0,0,0,0,0,0,0,0
af4eecedb10f1e8e0ba901589539009c,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8de3e07935e38a1841500cf99c2f998a,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0667aa19fd24f7cb56097751b2de8305,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8545528cdea0a03865b27fa2b6f5e843,1,0,0,0,0,0,0,0,0,0,0,0,0
a5554d2ab1073c3e4bd742c55cd26152,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
e470dec15ff1e19fb170528d176ad7e4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
303607f774882760ae1bcd0f37edc3c4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
742488ff45dbae8e9547e25319a2cc7e,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ccb844b1654f0631771478bc661fd954,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
92b344e026114c55199f7e9736c794a8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
306d0847cc1b2ae067358ea8a3a829ea,1,0,0,0,0,0,0,0,0,0,0,0,0
db15104824a6a9203c7ee294466a0646,1,0,0,0,0,0,0,0,0,0,0,0,0
bc7ca97737c2dc192337d88d031518fc,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4c7be2f9cc688019a3201ae88862c07c,1,0,0,0,0,0,0,0,0,0,0,0,0
391394c1d9a08a799d8cc8756c4bdd87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1ffadf3e83633e99c5226e82275dd9aa,1,0,0,0,0,0,0,0,0,0,0,0,0
8c8f339489be91e22454e31fe868ab05,1,0,0,0,0,0,0,0,0,0,0,0,0
923c3c360cb1e74a206a73d6e3ddf3b2,1,0,0,0,0,0,0,0,0,0,0,0,0
bb80acfb9ef4a431ba0c16dd9e7f8f4c,1,0,0,0,0,0,0,0,0,0,0,0,0
9545b1221fdab39d846fb02f2bf5366c,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
51bfac1ab2f70a8cb82648061aa95a94,1,0,0,0,0,0,0,0,0,0,0,0,0
bc73255f754c2225a070f0d5714b257e,1,0,0,0,0,0,0,0,1,0,0,1,0
928186c42fa0a33d671a399845cc0826,1,0,0,0,0,0,0,0,0,0,0,0,0
f8c1d56f4d60e149c9351039177e9379,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0da0a6b927b3b378f1e7e157dc6de35c,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
13dea9b502b1966c3e9dcad1bbdf38c8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6f30e2bc15d40826af99d8e8613f8fc8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
b058caa7d7817e90690f05e3549086e9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7752bb55b746e09498c6050a274e56b4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a40cb25096f0535aa5e31e0346e33562,1,0,0,0,0,0,0,0,0,0,0,0,0
01f2b7e64b893f49c168ed7dda10b184,1,0,0,0,0,0,0,0,0,0,0,0,0
242b407cf77f92d9082f09ccde9ce1d4,1,0,0,0,0,0,0,0,0,0,0,0,0
1ac6830a3cddd47125c7c5165d728d60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
b1bf885be89488066fd982f1e55f0cc3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
cb3401cf3b67bc6ea0e8c1abce8e254b,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
fa55a0fd60a6d2409ffb2e89cb2a13c7,1,0,0,0,0,0,0,0,0,0,0,0,0
3c139ec19040b0fc4f570b041f451212,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
74b724f807e6401d22414f35ebf9f5d0,1,0,0,0,0,0,0,0,0,0,0,0,0
6fd5ead27a12355c8d9bc17887ee6a45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6d9af808b181b3016c5c2f46c74e95c0,1,0,0,0,0,0,0,0,0,0,0,0,0
d6171f69438979a3222e38cb2f418556,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
bc0db6884aa58d855aa2d873edcdac66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5877765a927186761946a32b82381bb7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
aa58a262fe5e0c8e196c7cd8859e5969,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
836a1264aba596e361bfc4e57e4cf59a,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c6b0a55f067b00d6d9d854120b72a676,1,0,0,0,0,0,0,0,0,0,0,0,0
ea85fd5da7d097ab8bed9e43c5417bff,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
42514bf52b98cff595730f6a4b985a48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
960db02ce2d512323f696ed6dc608bff,1,0,0,0,0,0,0,0,0,0,0,0,0
f4fdb5cd65068fe1dcc3551e3f5869e5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4e32ac5c207a15632ee380452f38c168,1,0,0,0,0,0,0,0,0,0,4,0,0
1ab534ebcaaa4331551b3680bd2a7364,1,0,0,0,0,0,32,0,0,32,0,0,58
2b8c88f63d33066f202f404015a4d5d2,1,0,0,0,0,0,0,0,0,0,0,0,0
9a83d4b27fe8d7f6acd92aeb5888a47e,1,0,0,0,0,0,0,0,0,0,0,0,0
880987ff057cbf21f328f7fddfd713ba,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1c86147a5acca2ce43d165a14fe5f5ad,1,0,0,0,0,0,0,0,0,0,0,0,0
c83a0b5da60378e6ea8ff79242b3a721,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
cb5a90ad95764f5b06a4772e7b40c6fc,1,0,0,0,0,0,0,0,5,0,0,5,0
beed1df2a31eae650b2969ca4963ab0b,1,0,0,0,0,0,0,0,0,0,0,0,0
7668bf64328d4fa0205a76643d7b5a09,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
aaace9494e3a41b3e28025b4928a35f4,1,0,0,0,0,0,0,2,0,0,2,0,0
2cd78abe038da8f7cabb52efd76ae456,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9d86896f9a09267d8c254fc1cff6ec7b,1,0,0,0,0,0,0,0,0,0,0,0,0
645595e68feac90a96f2b09cc6548e17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a41d30e038f0e84f653d07d64463c2e8,1,0,40,0,0,40,0,0,63,0,0,63,0
198f654791dee293f5a9cb37dba6ccdd,1,0,0,0,0,0,0,0,0,0,0,0,0
b2346f888d4906234fc39d0dda2018c0,1,0,0,0,0,0,0,0,0,0,0,0,0
6ccbfea294235e56304af8fe71d6dd89,1,0,0,0,0,0,0,0,0,0,0,0,0
22bf4f0c49ed13cc9459affd27e17749,1,0,0,0,0,0,0,0,0,0,0,0,0
32d2063a665e5855fdc407292778e76c,1,0,0,0,0,0,0,1,0,0,1,0,0
02c58ab781dfda1c7ee0706757762859,1,0,0,0,0,0,0,0,0,0,0,0,0
143230833f55b17e438f6aef38e34770,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a303d6ce85d848cd507997f725aca847,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
42404730828b7dafd67e37646b2a2571,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
532032d9e16e123c4885236cf1fc2d1e,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
29a5c23818ae1baf93b55020c87398d4,1,0,0,0,0,0,0,0,0,0,0,0,0
c84fb7a42e4f786029ee68b3aa6bfc91,1,0,0,0,0,0,0,0,0,0,0,0,0
c6275a0283b923368e9cd094b10014d8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c45a6500e116acb5c190d944f89d4201,1,0,0,0,0,0,0,0,0,0,0,0,0
d72b1ad5cd6c6c35786b3a5f14a5938d,1,0,0,0,0,0,0,0,0,0,0,0,0
b75ee5f51bfe84c0e5023031f633f111,1,0,0,0,0,0,0,0,0,0,0,0,0
fd0b047a179af33482f22352e0b1209a,1,0,0,0,0,0,0,0,0,0,2,144,0
9a01d43627fb70c28b8deee121c04150,1,0,0,0,0,0,0,0,0,0,0,0,0
e41bd9d5703330e1b159ef7b32413210,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
d00c3fa2ef167938bbf9c90c2bd33de3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4190e1f3613d0058b78d9809eb14286a,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
f7dce3bfbeafe3fa84b8bfafdb53c59a,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c37562c3578619194db994c58be7e94d,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a2346d945c5f61d3ab42823de71962ca,1,0,0,0,0,0,0,0,0,0,1,0,0
e4334453ac962974d570b6a98644bca3,1,0,0,0,0,0,0,0,0,0,0,0,0
162ec5d086ab629c630964d28de20166,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
556b64db3c0df8d79949a42414825857,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
056aacfda6c40d1181a266d1c326054c,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
f1fd50d3d6d9b0e4f9817d445a4bdec3,1,0,0,0,0,10,0,0,15,0,0,15,0
78a8269072795c71370ce9c51b42a067,1,0,0,0,0,0,0,0,0,0,0,0,0
d0c786a92c928597ded39df34e58f5df,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
06593fd36a41b11dc8c922827bea39b5,1,0,0,0,0,0,0,0,0,0,0,0,0
f0e6576bcf46b799abaa28ec503f4ab1,1,0,0,0,0,0,0,0,0,0,0,0,0
a1053a099b4750c0aab5f7a266b67ee6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4dc60954b31e66c44585564fd76741d2,1,0,0,0,0,0,0,0,0,0,0,0,0
4ea14af389191e56dcf4f1950c4b2e45,1,0,0,0,0,0,0,0,0,0,0,0,0
97b6f977a72283cd9f60fc784acb841d,1,0,0,0,0,0,0,0,0,0,0,0,0
ac4ee2d13a7e80adf8d3f10e0194ef65,1,0,0,0,0,0,0,0,0,0,0,0,0
d4cfa9182d5262630ec25396ca0bb243,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2bc379fa51163b1fa4bf71dec334d611,1,0,0,0,0,0,0,0,0,0,0,0,0
98e1094b477b1785bbee95eb24c98d39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
b6c796475b3e16acb9ba04528ed346e1,1,0,0,0,0,0,0,0,0,0,0,0,0
82b2ef1318940234cd73c8af90ee3859,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a1b2f79a09ee29bb9e120852574c75dd,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5f1827504389c14cd76c737d6f77c70f,1,0,0,0,0,0,0,0,0,0,0,0,0
f0479f814f3d1948126b71b95e931f49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
b1c089921718e77b46c018b419cb1c92,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a514151bd23147ae1ececb1100b69fe4,1,0,0,0,0,0,0,0,0,0,0,0,0
203076f1c1e2ff5853aa3382d55596ad,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8841d31ea54139396388dc5951917840,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
21aaa1ad3bcae6e5c8e53ce52937d292,1,0,0,0,0,0,0,0,0,0,0,0,0
