id,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27
7abb9c0fbbf8fe6986bbe5de3deeaf66,0,0,NULL,NULL,0,0,0,0,0,0
7cbd71d338ec0ad91256f13a498ff7c8,0,0,NULL,NULL,0,0,0,0,0,0
95dff7288379315b1468a1ae699b4db9,0,0,NULL,NULL,0,0,0,0,0,0
bab83d9c08d9a6c4669ae7cdb0780bc4,0,0,NULL,NULL,0,0,0,0,0,0
6dc6b44be54aca1033f412cc3a7a4f8f,0,0,NULL,NULL,0,0,1,10680,0.0815,0.0628
afaf3bff8676e685302c9c4edab899e5,0,0,NULL,NULL,0,0,0,0,0,0
51e8af1d93cea1ae9de0cb1bbfe5a609,0,0,NULL,NULL,0,0,0,0,0,0
3a1ccfe18f54f80e0cc116dbe2edf460,0,0,NULL,NULL,0,0,0,0,0,0
99861045f9a13c233eafed919f1b7bb5,0,0,NULL,NULL,0,0,0,0,0,0
aa2f7c843ad61904fa62bd85bfd2e906,0,0,NULL,NULL,0,0,0,0,0,0
e4334453ac962974d570b6a98644bca3,0,0,NULL,NULL,0,0,0,0,0,0
65dad8d01f546fbb3e34081087282086,0,0,NULL,NULL,0,0,0,0,0,0
bd00e6b6c8562761a6ac9e8df8997c09,0,0,NULL,NULL,0,0,0,0,0,0
ef78ee04c5c8d782bc4560a0484d0ee8,0,0,NULL,NULL,0,0,1,6230,0.1602,0.3379
20b127666af82038db48be0e74606af8,1,201015.1301,202203,203203,0,0,0,0,0,0
6f8b55c1f63fc6303c118d236c6da1db,0,0,NULL,NULL,0,0,0,0,0,0
8b9abf0a0c9c39278759511eb612577c,0,0,NULL,NULL,0,0,0,0,0,0
3866640ab4f4eace88cb4555a865fa7f,0,0,NULL,NULL,0,0,0,0,0,0
0dcf927dedce3100787a0baaf8f9ebed,0,0,NULL,NULL,0,0,0,0,0,0
110ea1da8cf348564e65135808c7c58d,0,0,NULL,NULL,0,0,0,0,0,0
3879779df0bb1eecd60fe467c353522c,1,403767.6028,202006,204006,0,0,0,0,0,0
1a14ed448a06aac23745c1ecd56856c1,0,0,NULL,NULL,0,0,0,0,0,0
20ee1a9cd8dddb0f72f1827a2801abe7,0,0,NULL,NULL,0,0,0,0,0,0
1cd405bdf8025114cd3fb46c6237ea2a,0,0,NULL,NULL,0,0,0,0,0,0
79511af458d1775e181fa7f98ee5fc6f,0,0,NULL,NULL,0,0,0,0,0,0
895108c65026f686f4b33969fabd65a3,0,0,NULL,NULL,0,0,1,17800,0,0
b2889d276b721dff22c200b82f7d9337,0,0,NULL,NULL,0,0,1,3560,0.0422,0
deec97d3dc9b89758db4a9b6d42673ea,0,0,NULL,NULL,0,0,0,0,0,0
e0e2535c56a871d7cc302e39c652309c,0,0,NULL,NULL,0,0,1,28480,0.0022,0.0014
9e8f9cfa1dd1604445f559140c3d7dcf,0,0,NULL,NULL,0,0,0,0,0,0
eaaea239af75c211627a31e18c0de6c4,0,0,NULL,NULL,0,0,0,0,0,0
a1f7e585863046d85b813d293bd776b8,0,0,NULL,NULL,0,0,0,0,0,0
62ba5c3aeee78dd47389d45c63e964a1,0,0,NULL,NULL,0,0,0,0,0,0
12b475af8113f68a74bb3159890f7df6,0,0,NULL,NULL,0,0,0,0,0,0
e2396c70d1a57e398410d629e533970a,0,0,NULL,NULL,0,0,0,0,0,0
2a3383f94582a2906ace379c20643c66,0,0,NULL,NULL,0,0,0,0,0,0
1516988b185a04e5a8076b10fca7790a,0,0,NULL,NULL,0,0,0,0,0,0
91d49ae29cd7297e71d4ccb603727fac,0,0,NULL,NULL,0,0,0,0,0,0
d263ed8e1080c582c326c8a11571a6e6,0,0,NULL,NULL,0,0,0,0,0,0
52f6dc0cd1e20971f2bf3f9b5ce59bd3,0,0,NULL,NULL,0,0,0,0,0,0
a296b21bb3847913aa3061ad0db446a6,0,0,NULL,NULL,0,0,0,0,0,0
39f91bc749554ec305a51a53d560d3be,0,0,NULL,NULL,34,34226.49455,1,0.89,0,0
dad200318fafc8f53fa32cf4bd79685a,0,0,NULL,NULL,0,0,1,0.89,0,0
0a2023b60a337dfb1ad242d756503821,0,0,NULL,NULL,0,0,0,0,0,0
39df5aa63880394b4a181cc2f9387a58,0,0,NULL,NULL,0,0,1,8900,0.0181,0.026
1420c5b4923a0652c56e4173ac003777,0,0,NULL,NULL,0,0,0,0,0,0
2b151f7f7706c50114441d45d8ab2b0f,0,0,NULL,NULL,0,0,0,0,0,0
11fae99f45bc3e9bb14723ba603ea4d3,0,0,NULL,NULL,0,0,0,0,0,0
30df10782d27a781107fdeb6fdd15f3a,0,0,NULL,NULL,0,0,0,0,0,0
b52793b01f3bf16a5b2cb735d09308c5,0,0,NULL,NULL,0,0,0,0,0,0
ae7f85af7abc7bc466912c14af98f583,0,0,NULL,NULL,0,0,0,0,0,0
e6692305335f66e500c1238a07e773ab,0,0,NULL,NULL,0,0,0,0,0,0
6f023f13c1c15246bf44d97da0274297,0,0,NULL,NULL,0,0,0,0,0,0
edae4a9ab251f441c199ee23b37ec833,0,0,NULL,NULL,0,0,0,0,0,0
a9193ef6e9b6719479edde54949db212,0,0,NULL,NULL,0,0,0,0,0,0
47523b13c1f73ee713ad336da17c48a4,0,0,NULL,NULL,0,0,0,0,0,0
1b401659343a76f3814f4a13f26c0594,0,0,NULL,NULL,0,0,0,0,0,0
13874286dd5e78cfe6ad8d3d90e4692f,0,0,NULL,NULL,0,0,0,0,0,0
e8d20d51b1da339b4fdcff7712bdae2f,0,0,NULL,NULL,0,0,0,0,0,0
c56d26527f6fabed5fcd61deec087b06,0,0,NULL,NULL,0,0,0,0,0,0
70a185d212f3359c7293818ae3691673,0,0,NULL,NULL,0,0,1,0.89,0,0
3e23ff371fdaa89c3764d120c6b75cbe,0,0,NULL,NULL,0,0,0,0,0,0
1e461e77268dccc42b063e86c5ccdce1,0,0,NULL,NULL,0,0,0,0,0,0
950b91fb8c2072430ed6371f093bf4e1,0,0,NULL,NULL,0,0,1,89000,0.9538,0
734bb309c319bc3f670c224cda78f2b5,0,0,NULL,NULL,0,0,0,0,0,0
1c3d541580333fc7d2f14b6598c1b8fd,0,0,NULL,NULL,0,0,0,0,0,0
fb31f74059cf700a33b6bccc34b7d6b6,0,0,NULL,NULL,0,0,0,0,0,0
ef9ec7338ffeecb61de35ca81ae5f798,0,0,NULL,NULL,0,0,0,0,0,0
4639bcc22b6a9f321adb77051e8376bb,0,0,NULL,NULL,0,0,0,0,0,0
7c08cfd4da7c555cce775f28480fca38,0,0,NULL,NULL,0,0,1,17800,0.689,0.7
d9c53a5d8c6cc967031fe5fe422366d0,0,0,NULL,NULL,0,0,0,0,0,0
d1dc926dcdb767d9cec37bcfab386fbc,0,0,NULL,NULL,0,0,0,0,0,0
d5aaee804881867625219dda76bd80ae,0,0,NULL,NULL,0,0,0,0,0,0
2c1df8459baf9d114f461ec607e8fc04,0,0,NULL,NULL,1,57900,0,0,0,0
4f51511d9bded2196e96143bb53e247e,0,0,NULL,NULL,0,0,0,0,0,0
9340db7569fb5ce72f2faec1715bc1e6,0,0,NULL,NULL,0,0,0,0,0,0
190b3f901bc5c1b10ead61783d7a2150,0,0,NULL,NULL,0,0,0,0,0,0
95372c6082c69d1959fd4a34efea9a4b,0,0,NULL,NULL,0,0,0,0,0,0
ffd084eb04da7c57c27117af47bc14e1,0,0,NULL,NULL,0,0,0,0,0,0
d91ae5f442aed469331216434ec9b696,0,0,NULL,NULL,0,0,0,0,0,0
3a1f8fa31c2dd1fc1e15d19e1bcb5b6e,0,0,NULL,NULL,0,0,1,44500,0.006,0.0035
9426b581930aca6986d2bd423fa3ea62,0,0,NULL,NULL,0,0,0,0,0,0
58da16ebf517aacfb0b14a7f36e501d7,0,0,NULL,NULL,0,0,0,0,0,0
faeb451ca7e5d73454285ec2b42d6847,0,0,NULL,NULL,0,0,0,0,0,0
f31bed65b505db1ff15c738b2d17d91c,1,1017886.01,202111,205111,0,0,0,0,0,0
96582348844384cfcb80749ac52e7858,0,0,NULL,NULL,0,0,0,0,0,0
a0c1245f7087e1f08b683f53bc60a086,0,0,NULL,NULL,0,0,1,7120,0,0
b253c5b0d82a346aa2124d950d07a744,0,0,NULL,NULL,0,0,0,0,0,0
0e736b41d1dc603b469d69a9c604f3ba,0,0,NULL,NULL,0,0,0,0,0,0
4693b6cdf8204230ad6060ac089b80ff,0,0,NULL,NULL,0,0,0,0,0,0
98101cdb62d2d27d402abc0269b160cb,0,0,NULL,NULL,0,0,0,0,0,0
a786da98033606b25fec250241f7433f,0,0,NULL,NULL,0,0,0,0,0,0
0e9f3beef8b098f4a44f146c4aada494,0,0,NULL,NULL,0,0,0,0,0,0
d1a82b9b757da6312e63f23e3fbd7a52,0,0,NULL,NULL,0,0,1,NULL,0,0
3bb3ceed5cb7366aa3d4f558227eae4b,0,0,NULL,NULL,0,0,1,14240,0.0031,0
189d953bbd8e284861204b642fc9dc26,0,0,NULL,NULL,0,0,0,0,0,0
08cfe9ed6be65847a5d066ae9e2cfa2c,0,0,NULL,NULL,0,0,0,0,0,0
48834e2a6a456166933a82c548e9284f,0,0,NULL,NULL,0,0,0,0,0,0
6b4ec4769f96dae1e1f55aaded46899c,0,0,NULL,NULL,0,0,0,0,0,0
b1ca7d0c47dfe5ecec2f8a94af58117d,0,0,NULL,NULL,0,0,0,0,0,0
edf9338e416b0fc767ff64ee621255ca,0,0,NULL,NULL,0,0,0,0,0,0
e27c712af301b4258ff9561770012e5b,0,0,NULL,NULL,0,0,0,0,0,0
072e1d1b0355c379097419e05535eacd,0,0,NULL,NULL,0,0,0,0,0,0
66f8ecca489b03f4355e7da558f2a04f,0,0,NULL,NULL,0,0,0,0,0,0
1a196ccaa4f0637bd4bed07f2f571f2e,0,0,NULL,NULL,0,0,1,NULL,0,0
6df5f6d6e482cb7f952d878533a7b0c9,0,0,NULL,NULL,0,0,0,0,0,0
dfd680f9fc0bb050e8d8944ea45362f1,0,0,NULL,NULL,0,0,0,0,0,0
8d05eb27fa937ab334ffbce550b853d9,0,0,NULL,NULL,0,0,0,0,0,0
91e4a5980e17cd1ca0cd5fd3869f50bb,0,0,NULL,NULL,0,0,1,31150,0.007,0.0037
e26ad10bb4fa994b5f544fba173e76ec,0,0,NULL,NULL,0,0,0,0,0,0
02656545a8e2697534533ae47573a38d,0,0,NULL,NULL,0,0,0,0,0,0
bab54049c86cf7fafc3ac7daee2034ea,0,0,NULL,NULL,0,0,0,0,0,0
577732f54a9ac6f1671c00c50c6ef789,0,0,NULL,NULL,1,70638,0,0,0,0
6af57aa7afd80f8e5cb849b5dac644e1,0,0,NULL,NULL,0,0,0,0,0,0
3026737f0a05c762f9c36c10367b3574,0,0,NULL,NULL,0,0,0,0,0,0
5ae35b36b6121aa5e0d1291f770e8510,0,0,NULL,NULL,0,0,0,0,0,0
f716bd5eab1be876a729f008ef5cb8a8,0,0,NULL,NULL,0,0,1,NULL,0,0
5bec90037f5650f4c36bf87ed1e9121a,0,0,NULL,NULL,0,0,0,0,0,0
d8b6776bc8f068184f26f16ef3404ea7,0,0,NULL,NULL,0,0,1,0.89,0,0
a3d8938ad194e8dde060c550167906f1,0,0,NULL,NULL,0,0,0,0,0,0
1d39a25f2c08add5d38c3bf29f969026,0,0,NULL,NULL,0,0,0,0,0,0
52c4b913f489aa82c4815d772b85992c,0,0,NULL,NULL,0,0,0,0,0,0
3ae89925a4bce696afd37d6978822bdb,0,0,NULL,NULL,0,0,0,0,0,0
191236f446be59f16cf0a9878e374319,0,0,NULL,NULL,0,0,0,0,0,0
f156a930fb748cac41e7db3218afa31a,0,0,NULL,NULL,0,0,0,0,0,0
0304ce4744307e1402e07590d83f2201,0,0,NULL,NULL,0,0,0,0,0,0
80a3e08858bada5272d13913d79c9573,0,0,NULL,NULL,0,0,0,0,0,0
e38f4b5b39bd46929ab8ed36f550ae5f,0,0,NULL,NULL,0,0,1,20470,0.001,0.0017
ec165210091b7f8c9c7e23991a5e6119,0,0,NULL,NULL,0,0,0,0,0,0
b3277c4416f855fdeb30cefe2bb239bd,0,0,NULL,NULL,0,0,0,0,0,0
6a816a2183532bbdb6d66280f951c7b3,0,0,NULL,NULL,0,0,0,0,0,0
5bd9752e2ccb9891242112f3b2d60b9b,0,0,NULL,NULL,0,0,0,0,0,0
89094eecfb18fd7f84ca370fd31de0b9,0,0,NULL,NULL,0,0,0,0,0,0
5ba19af46e32d3a1ed7cb2f748fb26be,0,0,NULL,NULL,0,0,0,0,0,0
dbb225563a2830795eaad9ed5ffbe973,0,0,NULL,NULL,0,0,0,0,0,0
f2698d8917a7e59ffa4791120ebc1864,0,0,NULL,NULL,0,0,0,0,0,0
8db86fd60ac1915e5f7a550e5d4f0c38,0,0,NULL,NULL,0,0,0,0,0,0
1b25969248877c8194a7bbb19d3c036d,0,0,NULL,NULL,0,0,0,0,0,0
90cea15df8bd1304152646a98d790f02,0,0,NULL,NULL,0,0,0,0,0,0
ee1127d5d77c63a0864e82fd8ed7125c,0,0,NULL,NULL,0,0,0,0,0,0
d974b948efbedd6a71849e72898eefb6,0,0,NULL,NULL,0,0,0,0,0,0
5f3dc4cd55b83df59f5fa88c417d4378,0,0,NULL,NULL,0,0,1,89000,0,0
37525456f6142b0107d2b698ba9e1584,0,0,NULL,NULL,1,828.935,0,0,0,0
8ded3dad8a9ee78fbcb43bbb40f8aff5,0,0,NULL,NULL,0,0,0,0,0,0
cf574b2653d73ed9bd288c132fb1c2b1,0,0,NULL,NULL,0,0,1,NULL,0,0
c0b0f85bd0a5fcdabcbe94b9e34c55ca,0,0,NULL,NULL,0,0,0,0,0,0
0e19c6f3e318ca6210d01a736f45feec,0,0,NULL,NULL,0,0,0,0,0,0
6f649e8311701264608d61e40add3686,0,0,NULL,NULL,0,0,1,24030,0.1428,0
8951d6205d42a59a36b90053f6c57385,1,88210.19772,201812,204312,0,0,1,27590.89,0,0
0a3bde796c9ae05af06fa5f30709ab47,0,0,NULL,NULL,0,0,0,0,0,0
30e23a4ef9fe0aca074704564dd992fc,0,0,NULL,NULL,0,0,0,0,0,0
085a6a4c48c0245655daa9bdb99ec9fa,0,0,NULL,NULL,0,0,0,0,0,0
3a20f078d4ff16633f539f6d524c7a69,0,0,NULL,NULL,0,0,0,0,0,0
85dd9ea36ce90b7d023fe26cd09c3640,1,885606.9196,202210,203210,0,0,1,NULL,0,0
36139a537972392154cb9483d7d72efc,0,0,NULL,NULL,0,0,0,0,0,0
facea8957fab707b0439e5b7e36c643f,0,0,NULL,NULL,0,0,1,7120,0,0
111016b0d08b8e0be4dd8b9152b5a424,0,0,NULL,NULL,0,0,0,0,0,0
2d30a25b36a00e84f5ad84df3d75693e,0,0,NULL,NULL,0,0,0,0,0,0
a82a2ba14d8bb9f83dc14f23a2a9ff34,0,0,NULL,NULL,0,0,0,0,0,0
176a87d7c97578bc046bcbe2beb075fe,0,0,NULL,NULL,0,0,0,0,0,0
3a1ef37a0eae5501bd6fad04b2c923dc,0,0,NULL,NULL,0,0,0,0,0,0
165e429d10f3352ca6d25a5536e47126,0,0,NULL,NULL,0,0,0,0,0,0
3870441888c6a21496ed515115b2e40c,0,0,NULL,NULL,0,0,0,0,0,0
aeea821b949c7f0f8a5d2887131629b4,0,0,NULL,NULL,0,0,0,0,0,0
6b0719105f55a504c76bd229beecb7ba,0,0,NULL,NULL,0,0,0,0,0,0
0402cfd59d0f8457683ca26a078ebde6,0,0,NULL,NULL,0,0,0,0,0,0
9f8d449f6930086b96faaa250872227c,0,0,NULL,NULL,0,0,0,0,0,0
dec1ab3101ac9bfafb5e28a898c6c57f,0,0,NULL,NULL,0,0,0,0,0,0
9f8dc0869a4305aa88324759f0851c8b,0,0,NULL,NULL,0,0,1,40050,0,0
4097a126c76fdb979f6ab64416ddd694,0,0,NULL,NULL,0,0,0,0,0,0
4d98005fa8c1d99cb0513552c58ee6b5,0,0,NULL,NULL,0,0,0,0,0,0
e7bfceddca7f69b20d4f9ba9758e5ebc,0,0,NULL,NULL,0,0,0,0,0,0
da3a8e6568f059a851ea54fd5796d043,0,0,NULL,NULL,0,0,0,0,0,0
f839ea8ecd0a1bb7638a9beda092a830,0,0,NULL,NULL,0,0,0,0,0,0
f32b6f22b9777639ca06ce6a0ae36d37,0,0,NULL,NULL,0,0,0,0,0,0
b4e11703bf22274a1f63de11fcab9576,0,0,NULL,NULL,0,0,0,0,0,0
7198220d9f9f1544fb3c1366f874585b,0,0,NULL,NULL,0,0,0,0,0,0
6c70cf3d631ff95d639ce0cabdb76524,0,0,NULL,NULL,0,0,0,0,0,0
2c67163977f4b9bda0ae8b24a284cca0,0,0,NULL,NULL,0,0,1,4450,0.6564,0.0758
53e44d89f279fe4d19bb120c1e0492a2,0,0,NULL,NULL,0,0,0,0,0,0
8bd6b6bb1c21a4b70a9392864a22b4a7,0,0,NULL,NULL,0,0,0,0,0,0
5950d131cd95cbca79ee50b7e5878f17,0,0,NULL,NULL,0,0,0,0,0,0
710fbaaa23db5eb83350fe59f4462b99,0,0,NULL,NULL,0,0,0,0,0,0
00c550ea85720b5957b9f1c56a1037c5,0,0,NULL,NULL,0,0,0,0,0,0
a9679720958d54fae2d3ecf6dd28e740,0,0,NULL,NULL,0,0,0,0,0,0
ee0c3628bb67101d6f26b61c0dbd76b2,0,0,NULL,NULL,0,0,0,0,0,0
645786869a78d792c044d21370abb53c,0,0,NULL,NULL,0,0,1,NULL,0,0
58d4f4c00b2ba0de57146f73d6a09b31,0,0,NULL,NULL,0,0,0,0,0,0
3ab6bf0d6fdfbba4e5a370917e60de20,0,0,NULL,NULL,0,0,0,0,0,0
785a7f48ef5f4a79f61511b6ec72e4e0,0,0,NULL,NULL,0,0,0,0,0,0
f6c67d3b0dee95abd18349a4b8c52fb3,0,0,NULL,NULL,0,0,0,0,0,0
77c9b7c42a53a04a9e3c98d223abbdda,0,0,NULL,NULL,0,0,1,NULL,0,0
0249fea58eaad4cc69beb5dced589baa,0,0,NULL,NULL,0,0,0,0,0,0
4033ac561eb3456516289358b49b860f,0,0,NULL,NULL,0,0,0,0,0,0
f9e47f90d0218a583bff540470dcda0d,0,0,NULL,NULL,0,0,1,2670,0.152,0
83ceb210674730c54df7ce60422fddf6,0,0,NULL,NULL,0,0,0,0,0,0
53f75e52a90d6ad8f3003c404204e519,0,0,NULL,NULL,0,0,0,0,0,0
707fb5a20f2a56c24bee83b7e8f36bbc,0,0,NULL,NULL,0,0,0,0,0,0
f69ac24be0cd8cfd95ac3cd5ab7fedf7,0,0,NULL,NULL,0,0,0,0,0,0
99eb036ae199dc5d182c3c11abb5a0c9,0,0,NULL,NULL,0,0,0,0,0,0
1d7ce148887e48885931cba1fd357bcd,0,0,NULL,NULL,0,0,0,0,0,0
dd4336142016d4fcedcf99df57f04bf4,0,0,NULL,NULL,0,0,0,0,0,0
1cbff81beba10c332eacd13daf5f8f7c,0,0,NULL,NULL,0,0,0,0,0,0
f018d79ce04b946eb635f1c88fdb5309,0,0,NULL,NULL,0,0,0,0,0,0
99bd4d023fbb476547c46dae657edcc1,0,0,NULL,NULL,0,0,0,0,0,0
f1722780681d0097e8addce63b1456e0,0,0,NULL,NULL,0,0,0,0,0,0
bbd19a8f525978b0d2a01d5281c90702,0,0,NULL,NULL,0,0,1,6230,0,0
6c9444e13affa54ecec6651d043bd3ad,0,0,NULL,NULL,0,0,1,NULL,0,0
645595e68feac90a96f2b09cc6548e17,0,0,NULL,NULL,2,4888.883,1,0.89,0,0
ae6713ae842b7414573db3170fa1b739,0,0,NULL,NULL,0,0,0,0,0,0
3a60d34b3bb9e4c90f56c69a19c756b5,0,0,NULL,NULL,0,0,0,0,0,0
1cc94c40460e63e3ec1cd6d16517f081,0,0,NULL,NULL,0,0,0,0,0,0
cc0687a7e31bd4a0ce4d6518ca6a07c7,0,0,NULL,NULL,0,0,0,0,0,0
1aecc2380930044bc64525e2c788b645,0,0,NULL,NULL,0,0,0,0,0,0
58fb53e266501b83af83ae122e4581bc,0,0,NULL,NULL,0,0,0,0,0,0
5f33e8e50ebd01920075983b26c0146b,0,0,NULL,NULL,0,0,0,0,0,0
62c63f3a8f0533426c9e8bb09f8af70f,0,0,NULL,NULL,0,0,0,0,0,0
4d15fa7302def9b3492229678902b41c,0,0,NULL,NULL,8,46739.8329,0,0,0,0
68dffebfee2d63476a2400c510888ad3,0,0,NULL,NULL,0,0,0,0,0,0
d8b08dfb9c42422f02dd16f7e9947aba,0,0,NULL,NULL,0,0,0,0,0,0
461dccda388bb211489e291f81d298f0,0,0,NULL,NULL,0,0,0,0,0,0
96347cc363cdf491eb955c8e622e5715,0,0,NULL,NULL,0,0,0,0,0,0
e0ec8796e901a4296b600ac98fecef11,0,0,NULL,NULL,0,0,0,0,0,0
6377d38320c51e02620324153c4d81b0,0,0,NULL,NULL,0,0,0,0,0,0
89c57866283d7ca5df3dad79b6a633a8,0,0,NULL,NULL,0,0,1,8900,0,0
07890a2c9a8413a67b0090dace188328,0,0,NULL,NULL,0,0,0,0,0,0
0c98b3ae1f69f6c7f295a6c111aa7c7c,0,0,NULL,NULL,0,0,0,0,0,0
eae597e18f29759c70306529fc155e86,0,0,NULL,NULL,0,0,0,0,0,0
ff90c440f01456409740e13f784b35d8,0,0,NULL,NULL,0,0,0,0,0,0
e917d80c7fce042daa7935b43c19f065,0,0,NULL,NULL,1,0,1,17800,0,0
5fd34ae6a87b6c5d2821a44b33d5ce05,0,0,NULL,NULL,0,0,0,0,0,0
439b6a826cb98ed409a3d2029e7fa1a2,0,0,NULL,NULL,0,0,0,0,0,0
f5a5c6761f4c18675fb1eb2dea48fd8d,0,0,NULL,NULL,0,0,0,0,0,0
ccfcd8fec113fe7705cd2e083176810c,0,0,NULL,NULL,0,0,0,0,0,0
c50f0f67f0cb4cae43e6023725b0d9c0,0,0,NULL,NULL,0,0,0,0,0,0
26691942784d91f92a48420e72ffc46d,0,0,NULL,NULL,0,0,0,0,0,0
55c4526a6720a4bc8607c5334877a906,0,0,NULL,NULL,0,0,0,0,0,0
d9b214f26695572a7ed7979b5f3a1695,0,0,NULL,NULL,0,0,0,0,0,0
cc3db8dd0c44283110f567d58ead4036,0,0,NULL,NULL,0,0,1,12460,0.006,0.002
1ec966720777a41d1d2fe18b4596a426,0,0,NULL,NULL,0,0,0,0,0,0
8cd468e844fd1cc8d99a24a05661012b,0,0,NULL,NULL,0,0,0,0,0,0
66f57c3c5d5e83ed741d9b89852e447d,0,0,NULL,NULL,0,0,0,0,0,0
888023e36e5c1e08dc6f21965050e987,0,0,NULL,NULL,0,0,0,0,0,0
93a27ba9e25300cce41f1e604fd7ba40,0,0,NULL,NULL,0,0,0,0,0,0
